# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 32 872 16 35147 2028
p 2 32 870 18 36408 2028
p 2 40 864 16 36944 1959
p 2 45 858 17 38698 1974
p 2 34 870 16 37191 1931
p 2 39 861 20 39072 1926
p 2 20 887 13 37298 1861
p 2 19 885 16 38559 1836
p 2 9 896 15 37234 1786
p 2 5 896 19 37510 1755
p 2 3 907 10 36384 1736
p 2 0 906 14 36016 1598
p 2 0 907 13 34397 1515
p 2 0 901 19 34762 1504
p 2 0 903 17 34650 1494
p 2 0 907 13 35058 1516
p 2 0 910 10 34947 1512
p 2 0 911 9 35015 1505
p 2 0 905 15 35117 1490
p 2 0 908 12 35677 1510
p 2 0 908 12 35028 1490
p 2 0 906 14 35110 1504
p 2 0 908 12 35402 1503
p 2 0 908 12 35638 1521
p 2 0 904 16 35901 1520
p 2 0 902 18 35219 1479
p 2 0 898 22 34537 1491
p 2 0 907 13 35475 1497
p 2 0 911 9 35376 1511
p 2 0 911 9 35791 1508
p 2 0 909 11 34839 1506
p 2 0 910 10 34696 1495
p 2 0 910 10 34742 1497
p 2 0 914 6 35973 1520
p 2 0 907 13 34502 1484
p 2 0 915 5 34600 1508
p 2 1 911 8 35727 1503
p 2 0 910 10 35604 1494
p 2 2 908 10 35288 1488
p 2 0 914 6 34799 1479
p 2 0 912 8 35462 1490
p 2 0 917 3 35589 1497
p 2 0 911 9 34785 1469
p 2 0 910 10 36088 1467
p 2 0 910 10 35459 1476
p 2 0 910 10 34798 1469
p 2 0 906 14 35512 1472
p 2 0 910 10 34915 1486
p 2 0 908 12 35431 1470
p 2 0 914 6 34945 1464
p 2 0 912 8 34974 1472
p 2 0 918 2 35082 1479
p 2 0 914 6 36123 1491
p 2 0 914 6 34710 1474
p 2 0 911 9 35431 1481
p 2 0 914 6 35593 1473
p 2 0 906 14 35769 1483
p 2 0 911 9 34877 1477
p 2 0 917 3 35700 1495
p 2 0 918 2 35471 1489
p 2 0 916 4 36031 1497
p 2 0 919 1 36043 1486
p 2 0 914 6 35474 1494
p 2 0 914 6 35294 1494
p 2 2 913 5 36716 1515
p 2 0 916 4 35377 1492
p 2 0 912 8 35905 1509
p 2 1 915 4 36720 1497
p 2 0 914 6 36349 1480
p 2 0 916 4 36195 1501
p 2 0 913 7 37299 1507
p 2 0 917 3 35935 1492
p 2 0 914 6 36549 1493
p 2 0 916 4 36597 1494
p 2 0 913 7 36035 1495
p 2 0 914 6 36452 1496
p 2 0 908 12 37429 1512
p 2 0 915 5 36201 1497
p 2 0 916 4 36279 1515
p 2 0 917 3 36360 1500
p 2 0 915 5 36450 1511
p 2 0 914 6 36313 1503
p 2 0 913 7 36233 1514
p 2 0 918 2 36190 1515
p 2 0 911 9 36594 1501
p 2 0 919 1 36237 1499
p 2 0 914 6 36491 1494
p 2 0 919 1 35534 1495
p 2 0 915 5 36386 1500
p 2 0 918 2 35977 1496
p 2 0 910 10 36605 1491
p 2 0 919 1 35944 1499
p 2 0 913 7 36398 1492
p 2 0 919 1 36439 1503
p 2 0 915 5 37080 1496
p 2 0 920 0 36342 1489
p 2 0 914 6 36481 1501
p 2 0 915 5 36155 1499
p 2 0 915 5 36891 1509
i 2 920 0 0 59891 4368
p 2 0 884 36 17292 1165
p 2 0 876 44 22267 1193
p 2 0 857 63 20359 1166
p 2 0 878 42 21658 1195
p 2 0 880 40 20758 1196
p 2 0 860 60 22273 1183
p 2 0 874 46 20295 1178
p 2 2 874 44 23798 1254
p 2 0 874 46 20445 1203
p 2 0 877 43 22534 1229
p 2 0 877 43 21333 1217
p 2 0 882 38 22994 1241
p 2 0 883 37 20170 1202
p 2 0 876 44 22657 1216
p 2 0 883 37 19818 1216
p 2 0 878 42 21644 1216
p 2 0 886 34 20307 1217
p 2 0 862 58 21456 1203
p 2 0 876 44 20318 1220
p 2 1 879 40 23350 1257
p 2 0 877 43 20046 1223
p 2 0 883 37 22694 1235
p 2 0 880 40 20328 1222
p 2 0 870 50 22811 1252
p 2 0 880 40 20710 1230
p 2 0 865 55 22087 1223
p 2 0 871 49 20341 1215
p 2 0 883 37 21673 1219
p 2 0 890 30 19772 1207
p 2 0 883 37 21632 1207
p 2 0 880 40 19886 1197
p 2 1 876 43 23122 1251
p 2 0 875 45 21673 1215
p 2 0 872 48 21805 1218
p 2 0 886 34 20122 1204
